;source;search;name;link;compensation_min;compensation_max;compensation_currency
250;https://hh.ru;Data science;Data engineer (Управление противодействия кибермошенничеству);https://hh.ru/vacancy/42749331?query=Data%20science;;;
251;https://hh.ru;Data science;Data Scientist (Big Data);https://hh.ru/vacancy/41194330?query=Data%20science;;;
252;https://hh.ru;Data science;Big Data Developer (Spark);https://hh.ru/vacancy/42729736?query=Data%20science;;;
253;https://hh.ru;Data science;Scientist;https://hh.ru/vacancy/42725857?query=Data%20science;;;
254;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42108967?query=Data%20science;;;
255;https://hh.ru;Data science;Machine Learning Engineer;https://hh.ru/vacancy/42666514?query=Data%20science;;;
256;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42698256?query=Data%20science;;;
257;https://hh.ru;Data science;Team Lead /Senior data scientist (коммерческое направление);https://hh.ru/vacancy/41764616?query=Data%20science;;;
258;https://hh.ru;Data science;Data Engineer [id86562];https://hh.ru/vacancy/41510379?query=Data%20science;;;
259;https://hh.ru;Data science;Lead NLP Researcher/Tech Lead (AI Lab);https://hh.ru/vacancy/42749405?query=Data%20science;;;
260;https://hh.ru;Data science;Computer vision engineer;https://hh.ru/vacancy/42196142?query=Data%20science;150000;300000;руб.
261;https://hh.ru;Data science;Quantitative Software Engineer;https://hh.ru/vacancy/41569090?query=Data%20science;;;
262;https://hh.ru;Data science;Software Developer – Data Visualization;https://hh.ru/vacancy/42394655?query=Data%20science;;;
263;https://hh.ru;Data science;Старший аналитик отдела риск-моделирования;https://hh.ru/vacancy/42578117?query=Data%20science;;;
264;https://hh.ru;Data science;Менеджер по анализу больших данных (Big data);https://hh.ru/vacancy/42683574?query=Data%20science;;;
265;https://hh.ru;Data science;Python Developer (BI);https://hh.ru/vacancy/42673574?query=Data%20science;120000;;руб.
266;https://hh.ru;Data science;3D Machine Learning Research and Development Engineer;https://hh.ru/vacancy/42737232?query=Data%20science;;;
267;https://hh.ru;Data science;"Code reviewer на курс ""Middle Python разработчик""";https://hh.ru/vacancy/42262658?query=Data%20science;;;
268;https://hh.ru;Data science;Data Science разработчик;https://hh.ru/vacancy/42589735?query=Data%20science;;;
269;https://hh.ru;Data science;Senior Data Engineer;https://hh.ru/vacancy/41544952?query=Data%20science;;;
270;https://hh.ru;Data science;Data Scientist (NLP);https://hh.ru/vacancy/42213767?query=Data%20science;;;
271;https://hh.ru;Data science;Lead Account Data Scientist (Remote option);https://hh.ru/vacancy/42771034?query=Data%20science;;;
272;https://hh.ru;Data science;Data Science маркетолог;https://hh.ru/vacancy/41894787?query=Data%20science;60000;;руб.
273;https://hh.ru;Data science;Senior Data Scientist (Remote option);https://hh.ru/vacancy/42770987?query=Data%20science;;;
274;https://hh.ru;Data science;Data Scientist NLP;https://hh.ru/vacancy/41712181?query=Data%20science;;;
275;https://hh.ru;Data science;Data Scientist (Risk);https://hh.ru/vacancy/38079113?query=Data%20science;;;
276;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645487?query=Data%20science;;;
277;https://hh.ru;Data science;Главный менеджер по технологиям Data Science;https://hh.ru/vacancy/42655926?query=Data%20science;117000;150000;руб.
278;https://hh.ru;Data science;Data analyst;https://hh.ru/vacancy/42671128?query=Data%20science;;;
279;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/42715998?query=Data%20science;;;
280;https://hh.ru;Data science;Data Scientist (Market Research & Analytics);https://hh.ru/vacancy/42653917?query=Data%20science;;;
281;https://hh.ru;Data science;Data analyst;https://hh.ru/vacancy/42671127?query=Data%20science;;;
282;https://hh.ru;Data science;Senior Data Scientist - Risk Models Developer;https://hh.ru/vacancy/42712568?query=Data%20science;;;
283;https://hh.ru;Data science;Senior/Middle Python разработчик;https://hh.ru/vacancy/40869437?query=Data%20science;;;
284;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645488?query=Data%20science;;;
285;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/42602668?query=Data%20science;3000;5000;USD
286;https://hh.ru;Data science;Senior Data Engineer (Data team);https://hh.ru/vacancy/42742305?query=Data%20science;;;
287;https://hh.ru;Data science;Data science engineer;https://hh.ru/vacancy/42446183?query=Data%20science;;;
288;https://hh.ru;Data science;Python developer with Big Data (office/remote);https://hh.ru/vacancy/40120242?query=Data%20science;;;
289;https://hh.ru;Data science;Senior Data engineer;https://hh.ru/vacancy/42256669?query=Data%20science;;;
290;https://hh.ru;Data science;Middle Python Developer (Data Engineer);https://hh.ru/vacancy/42810921?query=Data%20science;;;
291;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645489?query=Data%20science;;;
292;https://hh.ru;Data science;Data and Analytics Lead (Banking System);https://hh.ru/vacancy/42658627?query=Data%20science;;;
293;https://hh.ru;Data science;Technical Lead в Data Science-команду/ML Engineer;https://hh.ru/vacancy/42775724?query=Data%20science;;;
294;https://hh.ru;Data science;Big data developer;https://hh.ru/vacancy/40862452?query=Data%20science;;;
295;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/42129248?query=Data%20science;;;
296;https://hh.ru;Data science;Data Scientist в Маркет;https://hh.ru/vacancy/42562691?query=Data%20science;;;
297;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/38386451?query=Data%20science;;;
298;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/38033408?query=Data%20science;;;
299;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42582114?query=Data%20science;;;
300;https://hh.ru;Data science;Программист / Ведущий программист Data Science (computer vision);https://hh.ru/vacancy/42366566?query=Data%20science;;;
301;https://hh.ru;Data science;Data Scientist/Analyst;https://hh.ru/vacancy/41999460?query=Data%20science;;;
302;https://hh.ru;Data science;Senior Machine Learning Engineer;https://hh.ru/vacancy/42359317?query=Data%20science;;;
303;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/41146289?query=Data%20science;;;
304;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/42624516?query=Data%20science;;;
305;https://hh.ru;Data science;Data Analyst;https://hh.ru/vacancy/42623789?query=Data%20science;;;
306;https://hh.ru;Data science;Менеджер проектов (Data Science);https://hh.ru/vacancy/41970157?query=Data%20science;;;
307;https://hh.ru;Data science;Team Lead Data Science;https://hh.ru/vacancy/42657674?query=Data%20science;;;
308;https://hh.ru;Data science;Senior data scientist;https://hh.ru/vacancy/42748693?query=Data%20science;;;
309;https://hh.ru;Data science;Data analyst;https://hh.ru/vacancy/42671126?query=Data%20science;;;
310;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645492?query=Data%20science;;;
311;https://hh.ru;Data science;Senior Data Scientist (Computer Vision);https://hh.ru/vacancy/40558689?query=Data%20science;;;
312;https://hh.ru;Data science;Data scientist / Machine learning engineer в команду Видео;https://hh.ru/vacancy/42633470?query=Data%20science;;;
313;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645490?query=Data%20science;;;
314;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/38386620?query=Data%20science;;;
315;https://hh.ru;Data science;Business Intelligence (Business Process & PMO);https://hh.ru/vacancy/42677825?query=Data%20science;;;
316;https://hh.ru;Data science;Data Scientist (Computer vision, NLP) - Syntagma Team;https://hh.ru/vacancy/42807754?query=Data%20science;;;
317;https://hh.ru;Data science;Middle Data Scientist в команду трайба «Эквайринг»;https://hh.ru/vacancy/42606552?query=Data%20science;;;
318;https://hh.ru;Data science;Инженер-программист Python (data science);https://hh.ru/vacancy/39345663?query=Data%20science;;;
319;https://hh.ru;Data science;Team Lead Data Scientist;https://hh.ru/vacancy/42584283?query=Data%20science;;;
320;https://hh.ru;Data science;Machine Learning Engineer / Deep Learning Engineer;https://hh.ru/vacancy/41622841?query=Data%20science;300000;;руб.
321;https://hh.ru;Data science;Senior Data инженер/Senior Data engineer;https://hh.ru/vacancy/42555819?query=Data%20science;;;
322;https://hh.ru;Data science;Data Scientist (Центр валидации моделей КИБ);https://hh.ru/vacancy/42587762?query=Data%20science;;;
323;https://hh.ru;Data science;Big Data Advanced Analytics Analyst;https://hh.ru/vacancy/42590540?query=Data%20science;;;
324;https://hh.ru;Data science;Data Scientist (NLP);https://hh.ru/vacancy/42592619?query=Data%20science;;;
325;https://hh.ru;Data science;Data Entry specialist;https://hh.ru/vacancy/42446569?query=Data%20science;;;
326;https://hh.ru;Data science;Middle/Senior Machine Learning Engineer (Управление торгового финансирования);https://hh.ru/vacancy/42807295?query=Data%20science;;;
327;https://hh.ru;Data science;Data engineer (AWS Redshift, Glue);https://hh.ru/vacancy/42584460?query=Data%20science;280000;;руб.
328;https://hh.ru;Data science;Data Scientist (BigData);https://hh.ru/vacancy/40628420?query=Data%20science;;;
329;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/42777590?query=Data%20science;;;
330;https://hh.ru;Data science;"Reviewer в Практикум на программу обучения ""Аналитик Данных""";https://hh.ru/vacancy/42645491?query=Data%20science;;;
331;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/40496929?query=Data%20science;3000;5000;USD
332;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/41139102?query=Data%20science;;;
333;https://hh.ru;Data science;Sr Manager Data Science;https://hh.ru/vacancy/42577986?query=Data%20science;;;
334;https://hh.ru;Data science;Senior Data Scientist;https://hh.ru/vacancy/40637524?query=Data%20science;;;
335;https://hh.ru;Data science;Model Owner в Data Science Office;https://hh.ru/vacancy/42562256?query=Data%20science;;;
336;https://hh.ru;Data science;Data-инженер [id99482];https://hh.ru/vacancy/42625100?query=Data%20science;;;
337;https://hh.ru;Data science;Senior ML/AI Engineer;https://hh.ru/vacancy/42740662?query=Data%20science;;;
338;https://hh.ru;Data science;Data Scientist, Поиск;https://hh.ru/vacancy/42492270?query=Data%20science;;;
339;https://hh.ru;Data science;Senior Data аналитик;https://hh.ru/vacancy/42555481?query=Data%20science;;;
340;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/42598563?query=Data%20science;;;
341;https://hh.ru;Data science;Главный специалист в отдел разработки поведенческих моделей и статистического анализа (Data science);https://hh.ru/vacancy/42628371?query=Data%20science;;;
342;https://hh.ru;Data science;Руководитель отдела анализа данных и математического моделирования (Head of Data Science);https://hh.ru/vacancy/39796512?query=Data%20science;;;
343;https://hh.ru;Data science;Математик-аналитик (математическое моделирование системы управления рисками);https://hh.ru/vacancy/42502718?query=Data%20science;;;
344;https://hh.ru;Data science;Senior Data Scientist (Computer Vision, NLP);https://hh.ru/vacancy/42807720?query=Data%20science;;;
345;https://hh.ru;Data science;Python developer/ Data Engineer (GKT Team);https://hh.ru/vacancy/40605229?query=Data%20science;180000;;руб.
346;https://hh.ru;Data science;Data Scientist, Клиентские сервисы;https://hh.ru/vacancy/42503268?query=Data%20science;;;
347;https://hh.ru;Data science;Senior Data Analyst / Teamlead;https://hh.ru/vacancy/41679634?query=Data%20science;;;
348;https://hh.ru;Data science;Стажер /Бизнес-аналитик (Python, SQL);https://hh.ru/vacancy/41742060?query=Data%20science;;;
349;https://hh.ru;Data science;ИТ рекрутер в направление Data Science(Санкт-Петербург);https://hh.ru/vacancy/42462972?query=Data%20science;;;
350;https://hh.ru;Data science;System Analyst;https://hh.ru/vacancy/40981315?query=Data%20science;;;
351;https://hh.ru;Data science;Аналитик / Data Scientist;https://hh.ru/vacancy/40441171?query=Data%20science;;;
352;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42429993?query=Data%20science;;;
353;https://hh.ru;Data science;Аналитик данных поиска M.Search (middle);https://hh.ru/vacancy/42480673?query=Data%20science;;;
354;https://hh.ru;Data science;Data Analyst (Marketing);https://hh.ru/vacancy/37148153?query=Data%20science;;;
355;https://hh.ru;Data science;Data-scientist;https://hh.ru/vacancy/42460813?query=Data%20science;;;
356;https://hh.ru;Data science;Middle Data Scientist (Forecasting);https://hh.ru/vacancy/42473439?query=Data%20science;;;
357;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/40444965?query=Data%20science;;;
358;https://hh.ru;Data science;Geo - data scientist;https://hh.ru/vacancy/42495410?query=Data%20science;;;
359;https://hh.ru;Data science;Senior DevOps engineer (Data Science project);https://hh.ru/vacancy/42496004?query=Data%20science;;;
360;https://hh.ru;Data science;Data Scientist ASR;https://hh.ru/vacancy/42351456?query=Data%20science;230000;400000;руб.
361;https://hh.ru;Data science;Senior Data Scientist (Surge Pricing);https://hh.ru/vacancy/35409042?query=Data%20science;;;
362;https://hh.ru;Data science;Data Scientist / Специалист по Data Science;https://hh.ru/vacancy/41808155?query=Data%20science;;;
363;https://hh.ru;Data science;Big Data Engineer (Python+Airflow+GCP);https://hh.ru/vacancy/39647958?query=Data%20science;;;
364;https://hh.ru;Data science;Старший аналитик/Senior Analyst;https://hh.ru/vacancy/41877458?query=Data%20science;;;
365;https://hh.ru;Data science;Data Scientist (Центр валидации моделей банковской и торговой книги);https://hh.ru/vacancy/42171767?query=Data%20science;;;
366;https://hh.ru;Data science;AI Researcher / Методолог по искусственному интеллекту;https://hh.ru/vacancy/41914708?query=Data%20science;;;
367;https://hh.ru;Data science;Team Lead Data Science;https://hh.ru/vacancy/42174192?query=Data%20science;;;
368;https://hh.ru;Data science;Data Scientist (Управление внутреннего аудита);https://hh.ru/vacancy/42450780?query=Data%20science;;;
369;https://hh.ru;Data science;Lead Big Data Engineer;https://hh.ru/vacancy/42491138?query=Data%20science;;;
370;https://hh.ru;Data science;Deep Learning AI/ML Engineer [Remote];https://hh.ru/vacancy/41949837?query=Data%20science;100000;180000;руб.
371;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42493251?query=Data%20science;;;
372;https://hh.ru;Data science;Data Engineer (Graph);https://hh.ru/vacancy/42381809?query=Data%20science;;;
373;https://hh.ru;Data science;Clinical Data Manager;https://hh.ru/vacancy/42393102?query=Data%20science;160000;;руб.
374;https://hh.ru;Data science;Big Data разработчик;https://hh.ru/vacancy/42542739?query=Data%20science;;;
375;https://hh.ru;Data science;Data Engineer;https://hh.ru/vacancy/41033377?query=Data%20science;;;
376;https://hh.ru;Data science;Data / ML Engineer;https://hh.ru/vacancy/42412437?query=Data%20science;;;
377;https://hh.ru;Data science;Senior DevOps engineer (Data Science project);https://hh.ru/vacancy/42496005?query=Data%20science;;;
378;https://hh.ru;Data science;Senior Data Engineer;https://hh.ru/vacancy/39826490?query=Data%20science;;;
379;https://hh.ru;Data science;Data Scientist / Senior Data Scientist/ Lead Data Scientist;https://hh.ru/vacancy/41289648?query=Data%20science;;;
380;https://hh.ru;Data science;Системный аналитик в области data science;https://hh.ru/vacancy/42400153?query=Data%20science;;;
381;https://hh.ru;Data science;Аналитик данных;https://hh.ru/vacancy/42492799?query=Data%20science;;;
382;https://hh.ru;Data science;Deep Learning Software Engineering Intern;https://hh.ru/vacancy/41810363?query=Data%20science;;;
383;https://hh.ru;Data science;Senior BI analyst;https://hh.ru/vacancy/42400394?query=Data%20science;1800;;USD
384;https://hh.ru;Data science;Senior Consultant, Data Science, IT Advisory;https://hh.ru/vacancy/41820311?query=Data%20science;;;
385;https://hh.ru;Data science;Junior Machine Learning Engineer;https://hh.ru/vacancy/42358249?query=Data%20science;;;
386;https://hh.ru;Data science;Системный аналитик в области data science;https://hh.ru/vacancy/42400154?query=Data%20science;;;
387;https://hh.ru;Data science;Data Platform Engineer;https://hh.ru/vacancy/41752056?query=Data%20science;;;
388;https://hh.ru;Data science;Big Data Engineer;https://hh.ru/vacancy/37702433?query=Data%20science;;;
389;https://hh.ru;Data science;Аналитик-разработчик математических моделей и алгоритмов;https://hh.ru/vacancy/41643132?query=Data%20science;;;
390;https://hh.ru;Data science;Lead Big Data Engineer;https://hh.ru/vacancy/42491181?query=Data%20science;;;
391;https://hh.ru;Data science;Senior Business Analyst with Life Science experience;https://hh.ru/vacancy/39292245?query=Data%20science;;;
392;https://hh.ru;Data science;Data scientist (Predictive Analytics);https://hh.ru/vacancy/42389383?query=Data%20science;;;
393;https://hh.ru;Data science;Data Science Team Lead;https://hh.ru/vacancy/41709289?query=Data%20science;;;
394;https://hh.ru;Data science;Machine Learning Engineer (платформа Sber.DS);https://hh.ru/vacancy/41506938?query=Data%20science;;;
395;https://hh.ru;Data science;Преподаватель курса по направлению Data Science;https://hh.ru/vacancy/38795381?query=Data%20science;;;
396;https://hh.ru;Data science;Data scientist (Predictive Analytics);https://hh.ru/vacancy/42389381?query=Data%20science;;;
397;https://hh.ru;Data science;Senior Data Engineer/Data Engineer;https://hh.ru/vacancy/36679059?query=Data%20science;;;
398;https://hh.ru;Data science;Системный аналитик в области data science;https://hh.ru/vacancy/42400152?query=Data%20science;;;
399;https://hh.ru;Data science;Data Engineering Team Lead;https://hh.ru/vacancy/39547989?query=Data%20science;;;
400;https://hh.ru;Data science;Data scientist (Predictive Analytics);https://hh.ru/vacancy/42389382?query=Data%20science;;;
401;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42330874?query=Data%20science;;;
402;https://hh.ru;Data science;Big Data - разработчик;https://hh.ru/vacancy/42365475?query=Data%20science;;;
403;https://hh.ru;Data science;Аналитик данных AI;https://hh.ru/vacancy/41557261?query=Data%20science;;;
404;https://hh.ru;Data science;Senior Analytics & Insights Manager / Старший бизнес-аналитик отдела информационных технологий;https://hh.ru/vacancy/42438834?query=Data%20science;;;
405;https://hh.ru;Data science;Analyst - Programming & Automation;https://hh.ru/vacancy/42458222?query=Data%20science;;;
406;https://hh.ru;Data science;Junior BI Engineer;https://hh.ru/vacancy/42359255?query=Data%20science;;;
407;https://hh.ru;Data science;Research Scientist (Advanced Data Analytics in Science and Engineering / LARSS laboratory);https://hh.ru/vacancy/41749627?query=Data%20science;;;
408;https://hh.ru;Data science;Junior DWH Engineer;https://hh.ru/vacancy/42358311?query=Data%20science;;;
409;https://hh.ru;Data science;Junior Machine Learning Engineer;https://hh.ru/vacancy/42358240?query=Data%20science;;;
410;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42355304?query=Data%20science;;;
411;https://hh.ru;Data science;Data Lead;https://hh.ru/vacancy/42359273?query=Data%20science;;;
412;https://hh.ru;Data science;AI/ML Engineer;https://hh.ru/vacancy/42426902?query=Data%20science;;;
413;https://hh.ru;Data science;Operational Risk Analyst;https://hh.ru/vacancy/42700453?query=Data%20science;;;
414;https://hh.ru;Data science;Junior Big Data Engineer;https://hh.ru/vacancy/42358395?query=Data%20science;;;
415;https://hh.ru;Data science;Analyst;https://hh.ru/vacancy/42390347?query=Data%20science;;;
416;https://hh.ru;Data science;Senior Machine Learning Engineer;https://hh.ru/vacancy/42293129?query=Data%20science;;;
417;https://hh.ru;Data science;Junior BI Engineer;https://hh.ru/vacancy/42359239?query=Data%20science;;;
418;https://hh.ru;Data science;Junior DWH Engineer;https://hh.ru/vacancy/42358298?query=Data%20science;;;
419;https://hh.ru;Data science;Business Intelligence Analyst;https://hh.ru/vacancy/40260695?query=Data%20science;;;
420;https://hh.ru;Data science;Computer vision Engineer;https://hh.ru/vacancy/41183228?query=Data%20science;;;
421;https://hh.ru;Data science;Data Engineer (Middle|Senior);https://hh.ru/vacancy/42445354?query=Data%20science;;;
422;https://hh.ru;Data science;Data scientist;https://hh.ru/vacancy/41729145?query=Data%20science;;;
423;https://hh.ru;Data science;Senior Data Engineer/Data Engineer;https://hh.ru/vacancy/39690436?query=Data%20science;;;
424;https://hh.ru;Data science;Senior Machine Learning Engineer;https://hh.ru/vacancy/41737197?query=Data%20science;;;
425;https://hh.ru;Data science;Big-Data and HPC Research Engineer;https://hh.ru/vacancy/42624045?query=Data%20science;;;
426;https://hh.ru;Data science;Junior Big Data Engineer;https://hh.ru/vacancy/42358402?query=Data%20science;;;
427;https://hh.ru;Data science;BI Analyst;https://hh.ru/vacancy/41740667?query=Data%20science;;;
428;https://hh.ru;Data science;Senior ML Research Engineer (MY.GAMES);https://hh.ru/vacancy/41906512?query=Data%20science;;;
429;https://hh.ru;Data science;Lead Data Scientist Industrial NLP;https://hh.ru/vacancy/42349117?query=Data%20science;;;
430;https://hh.ru;Data science;Data Engineering Team Lead;https://hh.ru/vacancy/39690406?query=Data%20science;;;
431;https://hh.ru;Data science;Data Engineering Team Lead;https://hh.ru/vacancy/39690405?query=Data%20science;;;
432;https://hh.ru;Data science;Python Developer (Data Sciense) - Syntagma Team;https://hh.ru/vacancy/42344335?query=Data%20science;;;
433;https://hh.ru;Data science;GIS Analyst;https://hh.ru/vacancy/42476530?query=Data%20science;;;
434;https://hh.ru;Data science;Senior Business Analyst with Life Science experience;https://hh.ru/vacancy/39292313?query=Data%20science;;;
435;https://hh.ru;Data science;Преподаватель онлайн курсов Data Science;https://hh.ru/vacancy/42411466?query=Data%20science;;150000;руб.
436;https://hh.ru;Data science;Security Data Engineer;https://hh.ru/vacancy/41785615?query=Data%20science;;;
437;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42926281?query=Data%20science;;;
438;https://hh.ru;Data science;Junior Data Scientist;https://hh.ru/vacancy/42620076?query=Data%20science;;;
439;https://hh.ru;Data science;Data Scientist;https://hh.ru/vacancy/42545619?query=Data%20science;;;
440;https://hh.ru;Data science;Python Developer;https://hh.ru/vacancy/42446656?query=Data%20science;;;
441;https://hh.ru;Data science;Разработчик Data Science решений;https://hh.ru/vacancy/42541275?query=Data%20science;;;
442;https://hh.ru;Data science;Java Developer;https://hh.ru/vacancy/42991266?query=Data%20science;2500;3500;USD
443;https://hh.ru;Data science;Middle/Senior Go Developer;https://hh.ru/vacancy/41741388?query=Data%20science;;;
444;https://hh.ru;Data science;IT recruiter / HR business partner / HR BP (Digital,IT);https://hh.ru/vacancy/42599590?query=Data%20science;100000;;руб.
445;https://hh.ru;Data science;Программист ASP.NET;https://hh.ru/vacancy/42748153?query=Data%20science;;;
446;https://hh.ru;Data science;Node.js Developer;https://hh.ru/vacancy/39961358?query=Data%20science;;;
447;https://hh.ru;Data science;Product Owner;https://hh.ru/vacancy/41612206?query=Data%20science;;;
448;https://hh.ru;Data science;JS Mid+\Senior Full-Stack Developer (Angular+NodeJS);https://hh.ru/vacancy/40978213?query=Data%20science;;;
449;https://hh.ru;Data science;SMM-менеджер;https://hh.ru/vacancy/42897561?query=Data%20science;;;
450;https://hh.ru;Data science;Junior Data Scientist;https://hh.ru/vacancy/42317785?query=Data%20science;;;
451;https://hh.ru;Data science;Стажёр (по анализу данных, data science);https://hh.ru/vacancy/42713634?query=Data%20science;;;
452;https://hh.ru;Data science;Junior Data Scientist в команду комплаенс-контроля;https://hh.ru/vacancy/42744711?query=Data%20science;;;
453;https://hh.ru;Data science;Аналитик / Data scientist;https://hh.ru/vacancy/39886616?query=Data%20science;;;
454;https://hh.ru;Data science;Data Scientist/Аналитик;https://hh.ru/vacancy/41610681?query=Data%20science;;;
455;https://hh.ru;Data science;Разработчик (Python);https://hh.ru/vacancy/40551245?query=Data%20science;100000;160000;руб.
456;https://hh.ru;Data science;Старший BI Аналитик / Продуктовый Аналитик / Аналитик данных;https://hh.ru/vacancy/42644743?query=Data%20science;;;
457;https://hh.ru;Data science;Старший BI Аналитик / Продуктовый Аналитик / Аналитик данных;https://hh.ru/vacancy/42644744?query=Data%20science;;;
458;https://hh.ru;Data science;Business Analyst;https://hh.ru/vacancy/42989053?query=Data%20science;;;
459;https://hh.ru;Data science;Главный специалист (Data science specialist) Отдела разработки моделей кредитных рисков;https://hh.ru/vacancy/42270009?query=Data%20science;;;
460;https://hh.ru;Data science;Business Analyst;https://hh.ru/vacancy/42967902?query=Data%20science;;;
461;https://hh.ru;Data science;Биоинформатик;https://hh.ru/vacancy/42787206?query=Data%20science;;;
462;https://hh.ru;Data science;Биоинформатик;https://hh.ru/vacancy/42787207?query=Data%20science;;;
463;https://hh.ru;Data science;Junior IT-recruiter / Talent Sourcer;https://hh.ru/vacancy/42360817?query=Data%20science;;;
464;https://hh.ru;Data science;IT Recruiter;https://hh.ru/vacancy/42495815?query=Data%20science;;;
465;https://hh.ru;Data science;Data Scientist в департамент по работе с проблемными активами;https://hh.ru/vacancy/43005001?query=Data%20science;;;
466;https://hh.ru;Data science;Product Analyst (Growth team);https://hh.ru/vacancy/42968734?query=Data%20science;200000;300000;руб.
467;https://hh.ru;Data science;Spark Cloud Data Engineer (AWS, remote);https://hh.ru/vacancy/42931793?query=Data%20science;300000;;руб.
468;https://hh.ru;Data science;Manager / Junior Manager of Research and Analytics (Market research, Exports & Imports, PE / FDI);https://hh.ru/vacancy/41064461?query=Data%20science;;;
469;https://hh.ru;Data science;Middle C++ Engineer (Trading Apps team);https://hh.ru/vacancy/42424190?query=Data%20science;;;
470;https://hh.ru;Data science;Технический аналитик данных;https://hh.ru/vacancy/42836779?query=Data%20science;;;
471;https://hh.ru;Data science;Senior ML Engineer;https://hh.ru/vacancy/38571170?query=Data%20science;;;
472;https://hh.ru;Data science;Medical Science Advisor;https://hh.ru/vacancy/42780620?query=Data%20science;;;
473;https://hh.ru;Data science;Аналитик рисков;https://hh.ru/vacancy/42834832?query=Data%20science;;;
474;https://hh.ru;Data science;Coordinator for the Sustainable Kazakhstan Research Institute (SKRI);https://hh.ru/vacancy/42603890?query=Data%20science;;;
475;https://hh.ru;Data science;Software Developer Junior - Complex Data Management;https://hh.ru/vacancy/42395431?query=Data%20science;;;
476;https://hh.ru;Data science;Operations Intern;https://hh.ru/vacancy/42631431?query=Data%20science;;;
477;https://hh.ru;Data science;Operations Intern;https://hh.ru/vacancy/42696336?query=Data%20science;;;
478;https://hh.ru;Data science;Senior Media buyer;https://hh.ru/vacancy/42351702?query=Data%20science;;;
479;https://hh.ru;Data science;Analyst - Corporate Development;https://hh.ru/vacancy/42982929?query=Data%20science;;;
480;https://hh.ru;Data science;Clinical Research Associate (St. Petersburg, Moscow);https://hh.ru/vacancy/42928287?query=Data%20science;;;
481;https://hh.ru;Data science;Marketing Analyst;https://hh.ru/vacancy/42751286?query=Data%20science;;;
482;https://hh.ru;Data science;Marketing Analyst;https://hh.ru/vacancy/42751347?query=Data%20science;;;
483;https://hh.ru;Data science;Marketing Analyst;https://hh.ru/vacancy/42751372?query=Data%20science;;;
484;https://hh.ru;Data science;Senior Database Developer;https://hh.ru/vacancy/42449492?query=Data%20science;;;
485;https://hh.ru;Data science;Senior Clinical Research Associate;https://hh.ru/vacancy/42917280?query=Data%20science;;;
486;https://hh.ru;Data science;Преподаватель по курсу SQL;https://hh.ru/vacancy/42382167?query=Data%20science;;;
487;https://hh.ru;Data science;Ведущий бизнес-аналитик;https://hh.ru/vacancy/42741154?query=Data%20science;;;
488;https://hh.ru;Data science;Product Manager (Analytics);https://hh.ru/vacancy/42916085?query=Data%20science;;;
489;https://hh.ru;Data science;Product Manager (Analytics);https://hh.ru/vacancy/42916086?query=Data%20science;;;
490;https://hh.ru;Data science;Эксперт по валидации штаба AI трансформации (Руководитель направления по исследованию данных);https://hh.ru/vacancy/42953083?query=Data%20science;;;
491;https://hh.ru;Data science;Java Developer;https://hh.ru/vacancy/41118716?query=Data%20science;;;
492;https://hh.ru;Data science;Front-End Developer (Laboratory Data Management System);https://hh.ru/vacancy/42652101?query=Data%20science;;;
493;https://hh.ru;Data science;MS SQL Developer;https://hh.ru/vacancy/42561848?query=Data%20science;;;
494;https://hh.ru;Data science;Principal Software Engineer;https://hh.ru/vacancy/42548416?query=Data%20science;6500;;USD
495;https://hh.ru;Data science;Ведущий менеджер по продуктам (Computer Vision);https://hh.ru/vacancy/41183490?query=Data%20science;;;
